commodity,brand,specification,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Toilet Soap,Safeguard  ,60g,19.5,19.5,20.5,20.5,20.5,18.5,20.5,20.5,18.5,19.5,18.5,18.5
Toilet Soap,Safeguard  ,85g,37,38.25,38.25,37,40,37,38.25,40,37,38.25,38.25,37
Toilet Soap,Safeguard  ,90g,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25
Toilet Soap,Shield,120g,33.75,31,31,33.75,30.95,,,,,,,
Toilet Soap,Shield,60g,16.75,14.25,16.75,16.75,14,,,,,,,
Toilet Soap,Shield,90g,,23.25,26.75,26.75,23.25,,,,,,,
Toilet Soap,Tender Care,115g,41,41,41,41,44,44,44,44,44,44,44,45
Toilet Soap,Tender Care,55g,18,18,18,16,16,16.5,19,19,16.5,16.5,16.75,16.75
Toilet Soap,Tender Care,80g,28.5,28.5,26.55,31,28.45,30.75,31,31,31,31,31,31
Flour,Ajuma,25kg/bag,,,750,,,,,,,,710,
Flour,Amigo Gold,25kg/bag,,960,960,,,,,,,,,
Flour,Angel White,25kg/bag,,,18.25,,,945,950,,925,1060,,
Flour,Angel White (Cotton),25kg/bag,,,16.25,,,,,,,,,
Flour,Asian Grains,25kg/bag,,,17.45,,,,,,,,,
Flour,Atlantic Grains,25kg/bag,,,18,,,980,,,,,,
Flour,Baby Panda,25kg/bag,,,54.75,,,,,,,,,
Flour,Baker's Choice,25kg/bag,,,20.5,,,,,,,,,
Flour,Baker's Choice,25kg/bag,,,36.75,,,,,,,,,
Flour,Banahaw,25kg/bag,,,15.5,,,,,,,800,,
Flour,Banana,25kg/bag,,,15.5,,,,,,,,,
Flour,Baron,25kg/bag,,,1300,,1350,1300,,,1235,1250,,
Flour,Bayani,25kg/bag,,,15.5,,,,,,,,,
Flour,Bespan,25kg/bag,,,49,,,,,,,,,
Flour,Blend 100,25kg/bag,,,15,,,960,,,,,,
Flour,Camel,25kg/bag,,,,,,,,,,,,
Flour,Cattketa,25kg/bag,,,32,,,850,,,,,,
Flour,Cattleya,25kg/bag,,,880,960,960,940,840,,,850,830,
Flour,General,25kg/bag,,,970,,,,,,,910,,
Flour,Globe,25kg/bag,,1030,1030,980,990,980,930,,,930,930,
Flour,Gold Fish,25kg/bag,,1000,1000,,,960,,,950,930,,
Flour,Gold Key (plastic),25kg/bag,,980,980,,980,,,,,,,
Flour,King,25kg/bag,,,960,960,980,1000,,,,930,910,
Flour,Kutitap,25kg/bag,,,950,,,,,,,930,,
Flour,Golden Wheat,25kg/bag,,,,,,1350,,,,,,
Flour,Gitara,25kg/bag,,20.2,20.5,,840,,,,,,,
Condiments - Soy Sauce,Lorins,350ml,,27,22.25,23,20.5,,17.5,20.25,20.3,23,20.5,17.5
Condiments - Soy Sauce,Silver Swan,385ml,,19.5,18.25,23,24.75,22.25,23,24.75,22.25,22.25,22.75,22.25
Condiments - Vinegar,Datu Puti,385ml,,17.5,17.5,19.5,19,19.5,19.5,19,19,19.5,19.5,19.5
Condiments - Vinegar,Datu Puti,350ml,,,18.7,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Condiments - Vinegar,Lorins,350ml,,23,18,17.75,16.75,16.75,19,17.75,19.5,20.25,17.5,17.75
Condiments - Vinegar,Silver Swan,385ml,,49.25,49.25,19,19,19,19,19,18.25,18.85,19,19
Toilet Soap,Johnson's and Johnson's,120g,,20.5,20.5,52.75,52.75,49.25,52.75,50.75,52.5,56.75,52.25,58.75
Toilet Soap,Johnson's and Johnson's,50g,,36.75,36.75,20.75,20.5,20.5,20.5,20.5,21.25,21.25,21.25,22
Toilet Soap,Johnson's and Johnson's,75g,,14.5,14.5,36.75,36.75,36.75,36.75,35.25,38.75,35.25,38.75,39.75
Toilet Soap,Palmolive ,55g,,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
Toilet Soap,Palmolive,55g,,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
Toilet Soap,Palmolive,55g,,14.5,14.25,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
Toilet Soap,Palmolive,55g,,46.75,46.75,15.5,15.5,14.75,15.5,14.75,14.75,14.75,14.75,14.75
Toilet Soap,Safeguard  ,125g,,14.25,16.75,49,49,49,49,49,49,49,49,49
Toilet Soap,Shield,55g,,,26.75,16.75,34,34, ,49,46.75,,,
Toilet Soap,Shield,85g,,,33.75,26.75,16.75,16.75, ,34,34,,,
Toilet Soap,Shield,120g,,,34,33.75,33.75,26.75, ,14.25,16.75,,,
Canned Beef - Corned Beef,Star,150g,,,,,34,33.75,34,34,34,34,34,34
Toilet Soap,Shield,55g,,,,,16.75,16.75,16.75,14.25,16.75,16.75,14.25,16.75
Toilet Soap,Shield,85g,,,,,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75
Toilet Soap,Shield,120g,,,,,33.75,33.75,33.75,33.75,33.75,33.75,31,33.75
Toilet Soap,Shield,55g,,,,,16.75,14.25,16.75,14.25,16.75,16.75,16.75,16.75
Toilet Soap,Shield,85g,,,,,,31.75,26.75,26.75,26.75,26.75,26.75,26.75
Toilet Soap,Shield,120g,,,,,33.75,38.75,33.75,33.75,33.75,33.75,31,33.75
Toilet Soap,Shield,55g,,,,,,13.35,,14.75,14.45,,14.3,14.75
Toilet Soap,Shield,85g,,,,,,21.8,31.75,31.75,31.75,31.75,31.75,31.75
Toilet Soap,Shield,120g,,,,,38.75,33.75,38.75,38.75,38.75,38.75,38.75,38.75
Toilet Soap,Shield,55g,,,,,,,14.25,14.25,14,15,15.75,13.5
Toilet Soap,Shield,85g,,,,,,,23.25,23.25,22.8,21.8,23.25,20.65
Toilet Soap,Shield,120g,,,,,,25,33.75,33.75,33.75,33.75,33.75,33.75
Canned Beef - Corned Beef,Ligo,150g,,,,,,41.5,30.5,29,29,30.5,29.3,30.25
Condiments - Patis,Tentay,350ml,,,,,,,,,39.5,23,,
Condiments - Patis,Marca Pina,350ml,,,,,25.25,,25,25,25,25,25,25
Canned Beef - Corned Beef,Star,175g,,,,,42,,39.5,39.5,39.5,39.5,39.5,42
